Start,End,Open,High,Low,Close,Volume,Market Cap
2023-07-04,2023-07-05,15.93350124026975,15.923588057602569,15.86397363558059,15.881623226630625,24219722.059981313,308053832.04066527
2023-07-03,2023-07-04,15.857685042795696,15.922887483559887,15.855471397011664,15.931270111898696,24964791.452549238,306787214.96422803
2023-07-02,2023-07-03,15.94032939409514,15.761749591396528,15.983695758665286,15.84886162009509,21128203.571981132,310044469.79208213
2023-07-01,2023-07-02,15.782607158692949,15.792486776850984,15.88372451731555,15.942427651105056,31665791.07118421,308756745.0673285
2023-06-30,2023-07-01,16.42290377205369,16.103375464395512,16.19069812622113,15.777023870098285,33176524.049945727,314250025.46827924
2023-06-29,2023-06-30,16.423990899870244,16.42516512059884,16.42213910339657,16.426173761912025,27553001.643737774,318932709.6757546
2023-06-28,2023-06-29,16.273912711777992,16.273912711777992,16.39993501831861,16.42529757055931,28870922.87778028,316933992.2472041
2023-06-27,2023-06-28,16.272926524870236,16.25971612873958,16.287320686348686,16.247511205757554,29353814.927342597,315398391.56462437
2023-06-26,2023-06-27,16.078570998858126,16.108864511929468,16.270066904862897,16.29346470808677,26997130.68590323,313795646.87948114
2023-06-25,2023-06-26,16.340934857331387,15.755221498748302,16.28676340604781,16.067042714499216,33113090.678401653,311463716.58488363
2023-06-24,2023-06-25,16.229716747458543,16.195454362533145,16.290567632479,16.348587797053547,32946845.054715104,315656352.78705674
2023-06-23,2023-06-24,16.002626059241233,16.29987287925045,16.039898198333585,16.224746765238564,31690989.491641134,312857101.1853604
2023-06-22,2023-06-23,15.998388198524411,15.937049742593505,15.906883959728285,16.019175294965493,36414987.50530626,309482963.87626886
2023-06-21,2023-06-22,15.910705454144441,16.279703767204484,15.904692907880326,16.011331188845354,39973527.79981195,311561225.8293702
2023-06-20,2023-06-21,15.465750957945263,15.908653407539646,15.54855997140873,15.908653407539646,33032114.034519423,303295147.1767183
2023-06-19,2023-06-20,15.300695670653568,15.487276797161483,15.385201558530355,15.461740306716296,29283607.468352847,298256381.4319276
2023-06-18,2023-06-19,15.36339912906627,15.321043850985523,15.320494047184537,15.312807487276114,25591406.814575803,297624888.6743624
2023-06-17,2023-06-18,15.346200690336024,15.257161899098728,15.299473961143784,15.366517078816933,28263878.437705994,297061162.77187467
